,Title,Clean Title,Title Tokenized,Title Wordnet Pos,Title Lemmatized,Content,Clean Content,Text Tokenized,Text Wordnet Pos,Text Lemmatized,Rating,Sentiment,Target
10,Another great product from TOZO,another great product tozo,"['another', 'great', 'product', 'tozo']","[('another', 'n'), ('great', 'a'), ('product', 'n'), ('tozo', 'n')]","['another', 'great', 'product', 'tozo']","I have a couple of pairs of TOZO headphones and just like the rest, these really deliver. Great sound, comfortable fit and good battery life. Ideal for the price.",couple pairs tozo headphones like rest really deliver great sound comfortable fit good battery life ideal price,"['couple', 'pairs', 'tozo', 'headphones', 'like', 'rest', 'really', 'deliver', 'great', 'sound', 'comfortable', 'fit', 'good', 'battery', 'life', 'ideal', 'price']","[('couple', 'n'), ('pairs', 'n'), ('tozo', 'v'), ('headphones', 'n'), ('like', 'n'), ('rest', 'v'), ('really', 'r'), ('deliver', 'r'), ('great', 'a'), ('sound', 'n'), ('comfortable', 'a'), ('fit', 'a'), ('good', 'a'), ('battery', 'n'), ('life', 'n'), ('ideal', 'a'), ('price', 'n')]","['couple', 'pair', 'tozo', 'headphone', 'like', 'rest', 'really', 'deliver', 'great', 'sound', 'comfortable', 'fit', 'good', 'battery', 'life', 'ideal', 'price']",5,Positive,2
11,Tozo earbuds,tozo earbuds,"['tozo', 'earbuds']","[('tozo', 'n'), ('earbuds', 'n')]","['tozo', 'earbuds']","Great buds and super sound, it's also a bonus with wireless charging too.",great buds super sound also bonus wireless charging,"['great', 'buds', 'super', 'sound', 'also', 'bonus', 'wireless', 'charging']","[('great', 'a'), ('buds', 'n'), ('super', 'v'), ('sound', 'n'), ('also', 'r'), ('bonus', 'v'), ('wireless', 'n'), ('charging', 'v')]","['great', 'bud', 'super', 'sound', 'also', 'bonus', 'wireless', 'charge']",5,Positive,2
12,Wireless headset,wireless headset,"['wireless', 'headset']","[('wireless', 'n'), ('headset', 'n')]","['wireless', 'headset']",Headphones not the best but amazon customer service is great in replacing it,headphones best amazon customer service great replacing,"['headphones', 'best', 'amazon', 'customer', 'service', 'great', 'replacing']","[('headphones', 'n'), ('best', 'a'), ('amazon', 'r'), ('customer', 'n'), ('service', 'n'), ('great', 'a'), ('replacing', 'n')]","['headphone', 'best', 'amazon', 'customer', 'service', 'great', 'replacing']",4,Positive,2
13,Best earbuds ever!,best earbuds ever,"['best', 'earbuds', 'ever']","[('best', 'a'), ('earbuds', 'n'), ('ever', 'r')]","['best', 'earbuds', 'ever']","I've had these buds for 2 and a half years and they've never ever faltered. I recommend them to everyone who asks! You should definitely purchase these, 10000/10",buds two half years never ever faltered recommend everyone asks definitely purchase one million and ten,"['buds', 'two', 'half', 'years', 'never', 'ever', 'faltered', 'recommend', 'everyone', 'asks', 'definitely', 'purchase', 'one', 'million', 'and', 'ten']","[('buds', 'r'), ('two', 'n'), ('half', 'n'), ('years', 'n'), ('never', 'r'), ('ever', 'r'), ('faltered', 'v'), ('recommend', 'v'), ('everyone', 'n'), ('asks', 'v'), ('definitely', 'r'), ('purchase', 'v'), ('one', 'n'), ('million', 'n'), ('and', 'n'), ('ten', 'v')]","['buds', 'two', 'half', 'year', 'never', 'ever', 'falter', 'recommend', 'everyone', 'ask', 'definitely', 'purchase', 'one', 'million', 'and', 'ten']",5,Positive,2
14,I did buy two of these and I’m on my second one but the second set is holding up well!,buy two second one second set holding well,"['buy', 'two', 'second', 'one', 'second', 'set', 'holding', 'well']","[('buy', 'v'), ('two', 'n'), ('second', 'a'), ('one', 'n'), ('second', 'a'), ('set', 'n'), ('holding', 'v'), ('well', 'r')]","['buy', 'two', 'second', 'one', 'second', 'set', 'hold', 'well']",SO impressed with these earbuds compared to the price of airpods. One little touch and you can pause and unpause your music. Comfortable to wear and easy to clean with a damp cloth,impressed earbuds compared price airpods one little touch pause unpause music comfortable wear easy clean damp cloth,"['impressed', 'earbuds', 'compared', 'price', 'airpods', 'one', 'little', 'touch', 'pause', 'unpause', 'music', 'comfortable', 'wear', 'easy', 'clean', 'damp', 'cloth']","[('impressed', 'a'), ('earbuds', 'n'), ('compared', 'v'), ('price', 'n'), ('airpods', 'n'), ('one', 'n'), ('little', 'a'), ('touch', 'a'), ('pause', 'n'), ('unpause', 'n'), ('music', 'n'), ('comfortable', 'a'), ('wear', 'a'), ('easy', 'a'), ('clean', 'a'), ('damp', 'n'), ('cloth', 'n')]","['impressed', 'earbuds', 'compare', 'price', 'airpods', 'one', 'little', 'touch', 'pause', 'unpause', 'music', 'comfortable', 'wear', 'easy', 'clean', 'damp', 'cloth']",5,Positive,2
15,Good in some cases....bad in some.,good casesbad,"['good', 'casesbad']","[('good', 'a'), ('casesbad', 'n')]","['good', 'casesbad']","I'll cut to the point, I've bought 3 of these before.The first pair, best thing since sliced bread, which were the black pair....then I got the other 2...one for me and as a gift for my partner (Rose gold and light blue)...the microphone quality and connection WILL dip and sometimes just straight up cut out, which is a real bummer, since the black pair worked fantastically.In short summary, for audio listening, pretty good, for calls and such, depending on your pair and the batch they come from...good luck.Overall, a 5 out of 10, due to the first being perfect and the other 2, being either passe or in the case of my blue pair, complete trash.",cut point bought three beforethe first pair best thing since sliced bread black pairthen got 2one gift partner rose gold light bluethe microphone quality connection dip sometimes straight cut real bummer since black pair worked fantasticallyin short summary audio listening pretty good calls depending pair batch come fromgood luckoverall five ten due first perfect two either passe case blue pair complete trash,"['cut', 'point', 'bought', 'three', 'beforethe', 'first', 'pair', 'best', 'thing', 'since', 'sliced', 'bread', 'black', 'pairthen', 'got', '2one', 'gift', 'partner', 'rose', 'gold', 'light', 'bluethe', 'microphone', 'quality', 'connection', 'dip', 'sometimes', 'straight', 'cut', 'real', 'bummer', 'since', 'black', 'pair', 'worked', 'fantasticallyin', 'short', 'summary', 'audio', 'listening', 'pretty', 'good', 'calls', 'depending', 'pair', 'batch', 'come', 'fromgood', 'luckoverall', 'five', 'ten', 'due', 'first', 'perfect', 'two', 'either', 'passe', 'case', 'blue', 'pair', 'complete', 'trash']","[('cut', 'n'), ('point', 'n'), ('bought', 'v'), ('three', 'n'), ('beforethe', 'n'), ('first', 'r'), ('pair', 'a'), ('best', 'a'), ('thing', 'n'), ('since', 'n'), ('sliced', 'v'), ('bread', 'a'), ('black', 'a'), ('pairthen', 'n'), ('got', 'v'), ('2one', 'n'), ('gift', 'n'), ('partner', 'n'), ('rose', 'v'), ('gold', 'a'), ('light', 'a'), ('bluethe', 'n'), ('microphone', 'n'), ('quality', 'n'), ('connection', 'n'), ('dip', 'n'), ('sometimes', 'r'), ('straight', 'a'), ('cut', 'n'), ('real', 'a'), ('bummer', 'n'), ('since', 'n'), ('black', 'a'), ('pair', 'n'), ('worked', 'v'), ('fantasticallyin', 'a'), ('short', 'a'), ('summary', 'n'), ('audio', 'n'), ('listening', 'v'), ('pretty', 'r'), ('good', 'a'), ('calls', 'n'), ('depending', 'v'), ('pair', 'n'), ('batch', 'n'), ('come', 'v'), ('fromgood', 'n'), ('luckoverall', 'n'), ('five', 'n'), ('ten', 'n'), ('due', 'a'), ('first', 'r'), ('perfect', 'a'), ('two', 'n'), ('either', 'n'), ('passe', 'a'), ('case', 'n'), ('blue', 'a'), ('pair', 'n'), ('complete', 'a'), ('trash', 'n')]","['cut', 'point', 'buy', 'three', 'beforethe', 'first', 'pair', 'best', 'thing', 'since', 'slice', 'bread', 'black', 'pairthen', 'get', '2one', 'gift', 'partner', 'rise', 'gold', 'light', 'bluethe', 'microphone', 'quality', 'connection', 'dip', 'sometimes', 'straight', 'cut', 'real', 'bummer', 'since', 'black', 'pair', 'work', 'fantasticallyin', 'short', 'summary', 'audio', 'listen', 'pretty', 'good', 'call', 'depend', 'pair', 'batch', 'come', 'fromgood', 'luckoverall', 'five', 'ten', 'due', 'first', 'perfect', 'two', 'either', 'passe', 'case', 'blue', 'pair', 'complete', 'trash']",3,Neutral,1
16,Great for the price,great price,"['great', 'price']","[('great', 'a'), ('price', 'n')]","['great', 'price']","fairly small and sleek case, the headphone hold a charge for a good while too. the wireless charging is a nice touch if not slightly slow (as is with all wireless charging). unlike wireless charging on a phone however, youre far more likely to leave these on a desk all day at work etc. so the wireless capeabilities make a bit more sense. comes with a handful of different sized tips so finding a fit should be okay.im no audiophile but the sound quality sounds pretty clear. especially for the price point",fairly small sleek case headphone hold charge good wireless charging nice touch slightly slow wireless charging unlike wireless charging phone however far likely leave desk day work etc wireless capeabilities make bit sense comes handful different sized tips finding fit okayi audiophile sound quality sounds pretty clear especially price point,"['fairly', 'small', 'sleek', 'case', 'headphone', 'hold', 'charge', 'good', 'wireless', 'charging', 'nice', 'touch', 'slightly', 'slow', 'wireless', 'charging', 'unlike', 'wireless', 'charging', 'phone', 'however', 'far', 'likely', 'leave', 'desk', 'day', 'work', 'etc', 'wireless', 'capeabilities', 'make', 'bit', 'sense', 'comes', 'handful', 'different', 'sized', 'tips', 'finding', 'fit', 'okayi', 'audiophile', 'sound', 'quality', 'sounds', 'pretty', 'clear', 'especially', 'price', 'point']","[('fairly', 'r'), ('small', 'a'), ('sleek', 'a'), ('case', 'n'), ('headphone', 'n'), ('hold', 'v'), ('charge', 'n'), ('good', 'a'), ('wireless', 'n'), ('charging', 'v'), ('nice', 'a'), ('touch', 'n'), ('slightly', 'r'), ('slow', 'a'), ('wireless', 'n'), ('charging', 'v'), ('unlike', 'n'), ('wireless', 'n'), ('charging', 'v'), ('phone', 'n'), ('however', 'r'), ('far', 'r'), ('likely', 'a'), ('leave', 'v'), ('desk', 'v'), ('day', 'n'), ('work', 'n'), ('etc', 'r'), ('wireless', 'a'), ('capeabilities', 'n'), ('make', 'v'), ('bit', 'n'), ('sense', 'n'), ('comes', 'v'), ('handful', 'a'), ('different', 'a'), ('sized', 'v'), ('tips', 'n'), ('finding', 'v'), ('fit', 'a'), ('okayi', 'n'), ('audiophile', 'n'), ('sound', 'n'), ('quality', 'n'), ('sounds', 'v'), ('pretty', 'a'), ('clear', 'a'), ('especially', 'r'), ('price', 'n'), ('point', 'n')]","['fairly', 'small', 'sleek', 'case', 'headphone', 'hold', 'charge', 'good', 'wireless', 'charge', 'nice', 'touch', 'slightly', 'slow', 'wireless', 'charge', 'unlike', 'wireless', 'charge', 'phone', 'however', 'far', 'likely', 'leave', 'desk', 'day', 'work', 'etc', 'wireless', 'capeabilities', 'make', 'bit', 'sense', 'come', 'handful', 'different', 'size', 'tip', 'find', 'fit', 'okayi', 'audiophile', 'sound', 'quality', 'sound', 'pretty', 'clear', 'especially', 'price', 'point']",4,Positive,2
17,"The sound quality is quite amazing for the price, just hope they have more that 12months of use.",sound quality quite amazing price hope 12months use,"['sound', 'quality', 'quite', 'amazing', 'price', 'hope', '12months', 'use']","[('sound', 'a'), ('quality', 'n'), ('quite', 'r'), ('amazing', 'a'), ('price', 'n'), ('hope', 'n'), ('12months', 'n'), ('use', 'n')]","['sound', 'quality', 'quite', 'amazing', 'price', 'hope', '12months', 'use']","The sound quality is quite amazing for the price, just hope they last at least 12 months...",sound quality quite amazing price hope last least twelve months,"['sound', 'quality', 'quite', 'amazing', 'price', 'hope', 'last', 'least', 'twelve', 'months']","[('sound', 'a'), ('quality', 'n'), ('quite', 'r'), ('amazing', 'a'), ('price', 'n'), ('hope', 'n'), ('last', 'a'), ('least', 'a'), ('twelve', 'a'), ('months', 'n')]","['sound', 'quality', 'quite', 'amazing', 'price', 'hope', 'last', 'least', 'twelve', 'month']",4,Positive,2
18,Excellent wireless earbuds at a great price - and great customer service from TOZO,excellent wireless earbuds great price great customer service tozo,"['excellent', 'wireless', 'earbuds', 'great', 'price', 'great', 'customer', 'service', 'tozo']","[('excellent', 'a'), ('wireless', 'n'), ('earbuds', 'r'), ('great', 'a'), ('price', 'n'), ('great', 'a'), ('customer', 'n'), ('service', 'n'), ('tozo', 'n')]","['excellent', 'wireless', 'earbuds', 'great', 'price', 'great', 'customer', 'service', 'tozo']","My wired earphones which came with my Samsung phone are just about to give up the ghost so I looked around for some wireless ones because I was fed up with the cable getting snagged while I was doing weights, or by my jacket on my bike. These seemed to fit the bill. The reviews were mostly very positive and considering there are so many reviews, I thought I’d take the plunge. I’ve only used the headphones once - on a 90 minute mountain bike ride on a trail today, and they are great so far! They didn’t dislodge at all, though there are several options to fit each size of ear canal.The packaging is very good and the instructions are clear enough. They paired immediately I took them out of the case and selected TOZO from the list of Bluetooth devices on my phone. If you want to then use them on your tablet, you just need to disconnect from the phone first.The sound is very good and clear, but I’m not much of an audiophile so this is all subjective. I didn’t want to spend a huge amount on ",wired earphones came samsung phone give ghost looked around wireless ones fed cable getting snagged weights jacket bike seemed fit bill reviews mostly positive considering many reviews thought would take plunge used headphones ninety minute mountain bike ride trail today great far dislodge though several options fit size ear canalthe packaging good instructions clear enough paired immediately took case selected tozo list bluetooth devices phone want use tablet need disconnect phone firstthe sound good clear much audiophile subjective want spend huge amount,"['wired', 'earphones', 'came', 'samsung', 'phone', 'give', 'ghost', 'looked', 'around', 'wireless', 'ones', 'fed', 'cable', 'getting', 'snagged', 'weights', 'jacket', 'bike', 'seemed', 'fit', 'bill', 'reviews', 'mostly', 'positive', 'considering', 'many', 'reviews', 'thought', 'would', 'take', 'plunge', 'used', 'headphones', 'ninety', 'minute', 'mountain', 'bike', 'ride', 'trail', 'today', 'great', 'far', 'dislodge', 'though', 'several', 'options', 'fit', 'size', 'ear', 'canalthe', 'packaging', 'good', 'instructions', 'clear', 'enough', 'paired', 'immediately', 'took', 'case', 'selected', 'tozo', 'list', 'bluetooth', 'devices', 'phone', 'want', 'use', 'tablet', 'need', 'disconnect', 'phone', 'firstthe', 'sound', 'good', 'clear', 'much', 'audiophile', 'subjective', 'want', 'spend', 'huge', 'amount']","[('wired', 'v'), ('earphones', 'n'), ('came', 'v'), ('samsung', 'a'), ('phone', 'n'), ('give', 'v'), ('ghost', 'n'), ('looked', 'v'), ('around', 'n'), ('wireless', 'a'), ('ones', 'n'), ('fed', 'v'), ('cable', 'n'), ('getting', 'v'), ('snagged', 'v'), ('weights', 'n'), ('jacket', 'n'), ('bike', 'n'), ('seemed', 'v'), ('fit', 'a'), ('bill', 'n'), ('reviews', 'v'), ('mostly', 'r'), ('positive', 'a'), ('considering', 'v'), ('many', 'a'), ('reviews', 'n'), ('thought', 'v'), ('would', 'n'), ('take', 'v'), ('plunge', 'n'), ('used', 'v'), ('headphones', 'n'), ('ninety', 'n'), ('minute', 'n'), ('mountain', 'n'), ('bike', 'n'), ('ride', 'n'), ('trail', 'n'), ('today', 'n'), ('great', 'a'), ('far', 'r'), ('dislodge', 'v'), ('though', 'n'), ('several', 'a'), ('options', 'n'), ('fit', 'v'), ('size', 'n'), ('ear', 'v'), ('canalthe', 'n'), ('packaging', 'n'), ('good', 'a'), ('instructions', 'n'), ('clear', 'a'), ('enough', 'r'), ('paired', 'v'), ('immediately', 'r'), ('took', 'v'), ('case', 'n'), ('selected', 'v'), ('tozo', 'a'), ('list', 'n'), ('bluetooth', 'n'), ('devices', 'n'), ('phone', 'n'), ('want', 'v'), ('use', 'n'), ('tablet', 'n'), ('need', 'v'), ('disconnect', 'v'), ('phone', 'n'), ('firstthe', 'n'), ('sound', 'n'), ('good', 'a'), ('clear', 'a'), ('much', 'r'), ('audiophile', 'n'), ('subjective', 'a'), ('want', 'v'), ('spend', 'v'), ('huge', 'a'), ('amount', 'n')]","['wire', 'earphone', 'come', 'samsung', 'phone', 'give', 'ghost', 'look', 'around', 'wireless', 'one', 'feed', 'cable', 'get', 'snag', 'weight', 'jacket', 'bike', 'seem', 'fit', 'bill', 'review', 'mostly', 'positive', 'consider', 'many', 'review', 'think', 'would', 'take', 'plunge', 'use', 'headphone', 'ninety', 'minute', 'mountain', 'bike', 'ride', 'trail', 'today', 'great', 'far', 'dislodge', 'though', 'several', 'option', 'fit', 'size', 'ear', 'canalthe', 'packaging', 'good', 'instruction', 'clear', 'enough', 'pair', 'immediately', 'take', 'case', 'select', 'tozo', 'list', 'bluetooth', 'device', 'phone', 'want', 'use', 'tablet', 'need', 'disconnect', 'phone', 'firstthe', 'sound', 'good', 'clear', 'much', 'audiophile', 'subjective', 'want', 'spend', 'huge', 'amount']",5,Positive,2
19,Great Headphones,great headphones,"['great', 'headphones']","[('great', 'a'), ('headphones', 'n')]","['great', 'headphone']",Great headphones and good price. Controls make sense and are easy to use. Unlike another pair I purchased previously. Good battery life & the charging case wireless charges on a charging pad. Sound great too for the money. No complaints at all.,great headphones good price controls make sense easy use unlike another pair purchased previously good battery life charging case wireless charges charging pad sound great money complaints,"['great', 'headphones', 'good', 'price', 'controls', 'make', 'sense', 'easy', 'use', 'unlike', 'another', 'pair', 'purchased', 'previously', 'good', 'battery', 'life', 'charging', 'case', 'wireless', 'charges', 'charging', 'pad', 'sound', 'great', 'money', 'complaints']","[('great', 'a'), ('headphones', 'n'), ('good', 'a'), ('price', 'n'), ('controls', 'n'), ('make', 'v'), ('sense', 'n'), ('easy', 'a'), ('use', 'n'), ('unlike', 'n'), ('another', 'n'), ('pair', 'n'), ('purchased', 'v'), ('previously', 'r'), ('good', 'a'), ('battery', 'n'), ('life', 'n'), ('charging', 'v'), ('case', 'n'), ('wireless', 'n'), ('charges', 'n'), ('charging', 'v'), ('pad', 'a'), ('sound', 'n'), ('great', 'a'), ('money', 'n'), ('complaints', 'n')]","['great', 'headphone', 'good', 'price', 'control', 'make', 'sense', 'easy', 'use', 'unlike', 'another', 'pair', 'purchase', 'previously', 'good', 'battery', 'life', 'charge', 'case', 'wireless', 'charge', 'charge', 'pad', 'sound', 'great', 'money', 'complaint']",5,Positive,2
20,"Good price, but somewhat frustrating",good price somewhat frustrating,"['good', 'price', 'somewhat', 'frustrating']","[('good', 'a'), ('price', 'n'), ('somewhat', 'r'), ('frustrating', 'a')]","['good', 'price', 'somewhat', 'frustrating']","Saying ""you get what you pay for"" in regards to these is both accurate, and a sign of the times. Five years ago, I paid about half as much for some wired earphones that were worse than the ones that had come with my phone. In comparison, given what you get, these are most definitely worth the price.However, there are some things to be aware of.Yes, again, for the price, they are rather quite good. They're (mostly) comfortable in the ear, the case is small, easily fitting into most pockets, and the sound quality is actually pretty decent. While I wouldn't want to rely on them for lengthy listening periods, they're good on the bus or the train, or on short-haul flights.Thanks to their water-resistant rating, they're also good if you want to listen to something in the shower, or in a steamy bath. I'm not entirely comfortable with the shower option, even after doing it several times, but if you want to, you certainly can. I am told by my family that they appreciate the lack of music blasti",saying get pay regards accurate sign times five years ago paid half much wired earphones worse ones come phone comparison given get definitely worth pricehowever things aware ofyes price rather quite good mostly comfortable ear case small easily fitting pockets sound quality actually pretty decent would want rely lengthy listening periods good bus train shorthaul flightsthanks waterresistant rating also good want listen something shower steamy bath entirely comfortable shower option even several times want certainly told family appreciate lack music blasti,"['saying', 'get', 'pay', 'regards', 'accurate', 'sign', 'times', 'five', 'years', 'ago', 'paid', 'half', 'much', 'wired', 'earphones', 'worse', 'ones', 'come', 'phone', 'comparison', 'given', 'get', 'definitely', 'worth', 'pricehowever', 'things', 'aware', 'ofyes', 'price', 'rather', 'quite', 'good', 'mostly', 'comfortable', 'ear', 'case', 'small', 'easily', 'fitting', 'pockets', 'sound', 'quality', 'actually', 'pretty', 'decent', 'would', 'want', 'rely', 'lengthy', 'listening', 'periods', 'good', 'bus', 'train', 'shorthaul', 'flightsthanks', 'waterresistant', 'rating', 'also', 'good', 'want', 'listen', 'something', 'shower', 'steamy', 'bath', 'entirely', 'comfortable', 'shower', 'option', 'even', 'several', 'times', 'want', 'certainly', 'told', 'family', 'appreciate', 'lack', 'music', 'blasti']","[('saying', 'v'), ('get', 'v'), ('pay', 'n'), ('regards', 'n'), ('accurate', 'v'), ('sign', 'n'), ('times', 'n'), ('five', 'n'), ('years', 'n'), ('ago', 'r'), ('paid', 'v'), ('half', 'n'), ('much', 'a'), ('wired', 'v'), ('earphones', 'n'), ('worse', 'a'), ('ones', 'n'), ('come', 'v'), ('phone', 'n'), ('comparison', 'n'), ('given', 'v'), ('get', 'v'), ('definitely', 'r'), ('worth', 'a'), ('pricehowever', 'r'), ('things', 'n'), ('aware', 'a'), ('ofyes', 'a'), ('price', 'n'), ('rather', 'r'), ('quite', 'r'), ('good', 'a'), ('mostly', 'r'), ('comfortable', 'a'), ('ear', 'a'), ('case', 'n'), ('small', 'a'), ('easily', 'r'), ('fitting', 'v'), ('pockets', 'n'), ('sound', 'a'), ('quality', 'n'), ('actually', 'r'), ('pretty', 'a'), ('decent', 'a'), ('would', 'n'), ('want', 'v'), ('rely', 'r'), ('lengthy', 'a'), ('listening', 'v'), ('periods', 'n'), ('good', 'a'), ('bus', 'n'), ('train', 'n'), ('shorthaul', 'a'), ('flightsthanks', 'n'), ('waterresistant', 'v'), ('rating', 'n'), ('also', 'r'), ('good', 'a'), ('want', 'v'), ('listen', 'a'), ('something', 'n'), ('shower', 'a'), ('steamy', 'a'), ('bath', 'n'), ('entirely', 'r'), ('comfortable', 'a'), ('shower', 'n'), ('option', 'n'), ('even', 'r'), ('several', 'a'), ('times', 'n'), ('want', 'v'), ('certainly', 'r'), ('told', 'v'), ('family', 'n'), ('appreciate', 'n'), ('lack', 'n'), ('music', 'n'), ('blasti', 'n')]","['say', 'get', 'pay', 'regard', 'accurate', 'sign', 'time', 'five', 'year', 'ago', 'pay', 'half', 'much', 'wire', 'earphone', 'bad', 'one', 'come', 'phone', 'comparison', 'give', 'get', 'definitely', 'worth', 'pricehowever', 'thing', 'aware', 'ofyes', 'price', 'rather', 'quite', 'good', 'mostly', 'comfortable', 'ear', 'case', 'small', 'easily', 'fit', 'pocket', 'sound', 'quality', 'actually', 'pretty', 'decent', 'would', 'want', 'rely', 'lengthy', 'listen', 'period', 'good', 'bus', 'train', 'shorthaul', 'flightsthanks', 'waterresistant', 'rating', 'also', 'good', 'want', 'listen', 'something', 'shower', 'steamy', 'bath', 'entirely', 'comfortable', 'shower', 'option', 'even', 'several', 'time', 'want', 'certainly', 'tell', 'family', 'appreciate', 'lack', 'music', 'blasti']",3,Neutral,1
21,Great for te price,great te price,"['great', 'te', 'price']","[('great', 'a'), ('te', 'a'), ('price', 'n')]","['great', 'te', 'price']",Great for the price. Sometimes can make it difficult for the caller to hear what you are saying.,great price sometimes make difficult caller hear saying,"['great', 'price', 'sometimes', 'make', 'difficult', 'caller', 'hear', 'saying']","[('great', 'a'), ('price', 'n'), ('sometimes', 'r'), ('make', 'v'), ('difficult', 'a'), ('caller', 'n'), ('hear', 'n'), ('saying', 'v')]","['great', 'price', 'sometimes', 'make', 'difficult', 'caller', 'hear', 'say']",4,Positive,2
